   DEPT        CTEM       DCAL        DT      GR_EDTC      GTEM       ITT        RWA        SPHI       STIT       TENS
   2283.0000   149.7413     4.1047   129.8165    83.0437   100.6266     0.8073  -126.2063     0.3554     0.0000  1281.0000
   2283.5000   149.7413     2.8335   126.5985    84.0835   100.6337     0.8072  -121.3858     0.3485     0.0000  1288.0000
   2284.0000   149.7413     3.9880   127.1365    79.9243   100.6409     0.8072  -122.2020     0.3497     0.0000  1267.0000
   2284.5000   149.7413     4.6334   128.9757    72.2150   100.6480     0.8071  -124.9611     0.3536     0.0000  1247.0000
   2285.0000   149.7413     4.1262   127.5353    59.7374   100.6552     0.8070  -122.8044     0.3506     0.0000  1240.0000
   2285.5000   150.3060     2.3772   128.1663    52.9295   100.6623     0.8070  -123.7529     0.3519     0.0000  1281.0000
   2286.0000   150.0707     2.6785   124.5332    52.4109   100.6694     0.8069  -118.2131     0.3440     0.0000  1273.0000
   2286.5000   150.0707     2.1548   122.0587    51.9223   100.6766     0.8069  -114.3291     0.3383     0.0000  1316.0000
   2287.0000   151.0589     2.2844   122.1506    50.8851   100.6837     0.8068  -114.4749     0.3385     0.0000  1306.0000
   2287.5000   151.4354     1.9998   122.6535    47.2549   100.6909     0.8067  -115.2710     0.3396     0.0000  1232.0000
   2288.0000   151.7178     2.1567   123.3371    55.5420   100.6980     0.8067  -116.3470     0.3412     0.0000  1269.0000
   2288.5000   151.7178     1.7971   123.8176    47.2703   100.7052     0.8066  -117.0994     0.3423     0.0000  1322.0000
   2289.0000   151.4354     1.6727   124.1566    47.6349   100.7123     0.8065  -117.6279     0.3431     0.0000  1283.0000
   2289.5000   151.7178     1.6343   125.5207    44.5155   100.7195     0.8065  -119.7380     0.3462     0.0000  1252.0000
   2290.0000   151.7178     1.7809   126.6167    44.5155   100.7266     0.8064  -121.4134     0.3486     0.0000  1252.0000
   2290.5000   151.7178     1.8620   126.8065    42.5951   100.7338     0.8064  -121.7020     0.3490     0.0000  1269.0000
   2291.0000   151.7178     2.0847   126.4328    39.4394   100.7409     0.8063  -121.1335     0.3482     0.0000  1266.0000
   2291.5000   151.7178     2.0615   125.8250    42.0389   100.7481     0.8062  -120.2049     0.3468     0.0000  1258.0000
   2292.0000   151.7178     1.9245   124.8314    40.5155   100.7552     0.8062  -118.6751     0.3446     0.0000  1263.0000
   2292.5000   151.7178     1.7746   123.6490    40.9967   100.7623     0.8061  -116.8358     0.3419     0.0000  1298.0000
   2293.0000   151.7178     1.8624   122.9551    51.9145   100.7695     0.8060  -115.7466     0.3403     0.0000  1271.0000
   2293.5000   151.7178     1.6351   123.3056    60.7528   100.7766     0.8060  -116.2976     0.3412     0.0000  1218.0000
   2294.0000   151.7178     1.5527   124.1681    62.3460   100.7838     0.8059  -117.6458     0.3431     0.0000  1228.0000
   2294.5000   151.7178     1.4905   125.7676    65.2843   100.7909     0.8059  -120.1169     0.3467     0.0000  1286.0000
   2295.0000   151.7178     1.4138   127.1795    66.2670   100.7981     0.8058  -122.2672     0.3498     0.0000  1262.0000
   2295.5000   151.7178     1.3638   127.1566    76.6390   100.8052     0.8057  -122.2325     0.3497     0.0000  1266.0000
   2296.0000   151.7178     1.3364   127.1296    71.6212   100.8124     0.8057  -122.1916     0.3497     0.0000  1241.0000
   2296.5000   151.7178     1.3428   126.3797    70.6384   100.8195     0.8056  -121.0527     0.3481     0.0000  1235.0000
   2297.0000   151.7178     1.5751   125.2931    63.3290   100.8267     0.8055  -119.3877     0.3457     0.0000  1283.0000
   2297.5000   151.7178     1.8416   125.2988    68.0081   100.8338     0.8055  -119.3965     0.3457     0.0000  1252.0000
   2298.0000   151.7178     2.3812   127.9965    72.1672   100.8409     0.8054  -123.4982     0.3516     0.0000  1223.0000
   2298.5000   151.7178     3.1103   128.7597    76.0603   100.8481     0.8054  -124.6396     0.3532     0.0000  1284.0000
   2299.0000   151.7178     2.5966   129.2996    70.8082   100.8552     0.8053  -125.4421     0.3543     0.0000  1265.0000
   2299.5000   151.7178     2.4065   128.0883    62.4899   100.8624     0.8052  -123.6360     0.3518     0.0000  1248.0000
   2300.0000   151.7178     1.6891   125.8306    59.7348   100.8695     0.8052  -120.2134     0.3468     0.0000  1241.0000
   2300.5000   151.7178     1.5750   124.4201    55.5860   100.8767     0.8051  -118.0377     0.3437     0.0000  1266.0000
   2301.0000   151.7178     1.5053   122.3357    54.5462   100.8838     0.8050  -114.7684     0.3389     0.0000  1262.0000
   2301.5000   151.7178     1.3933   121.3930    48.8274   100.8910     0.8050  -113.2686     0.3367     0.0000  1220.0000
   2302.0000   151.7178     1.6456   120.7942    50.8541   100.8981     0.8049  -112.3089     0.3353     0.0000  1252.0000
   2302.5000   151.7178     1.5121   121.0801    49.8143   100.9053     0.8049  -112.7678     0.3359     0.0000  1321.0000
   2303.0000   151.7178     1.3758   121.3675    49.8143   100.9124     0.8048  -113.2278     0.3366     0.0000  1309.0000
   2303.5000   151.7178     1.1275   122.5274    45.2309   100.9195     0.8047  -115.0718     0.3393     0.0000  1249.0000
   2304.0000   151.7178     1.1345   125.1429    48.3036   100.9267     0.8047  -119.1562     0.3453     0.0000  1257.0000
   2304.5000   151.7178     1.0551   126.0024    56.5636   100.9338     0.8046  -120.4766     0.3472     0.0000  1302.0000
   2305.0000   151.7178     0.8578   128.2755    56.0437   100.9410     0.8045  -123.9165     0.3521     0.0000  1255.0000
   2305.5000   151.7178     0.8072   129.6957    51.8949   100.9481     0.8045  -126.0281     0.3551     0.0000  1242.0000
   2306.0000   151.7178     0.8953   129.5936    49.3019   100.9553     0.8044  -125.8772     0.3549     0.0000  1263.0000
   2306.5000   151.7178     0.8640   129.9044    57.1004   100.9624     0.8044  -126.3361     0.3556     0.0000  1273.0000
   2307.0000   151.7178     0.8511   130.2936    61.2958   100.9696     0.8043  -126.9085     0.3564     0.0000  1265.0000
   2307.5000   151.7178     0.8450   130.3716    63.8888   100.9767     0.8042  -127.0230     0.3565     0.0000  1252.0000
   2308.0000   151.7178     0.8325   130.1443    62.2786   100.9839     0.8042  -126.6891     0.3561     0.0000  1261.0000
   2308.5000   151.7178     0.8195   130.4571    67.4775   100.9910     0.8041  -127.1484     0.3567     0.0000  1268.0000
   2309.0000   151.7178     0.8575   131.2690    65.4563   100.9981     0.8040  -128.3342     0.3584     0.0000  1251.0000
   2309.5000   151.7178     0.9140   131.7387    72.7167   101.0053     0.8040  -129.0159     0.3593     0.0000  1242.0000
   2310.0000   151.7178     0.9012   131.6649    80.4361   101.0124     0.8039  -128.9090     0.3592     0.0000  1246.0000
   2310.5000   151.7178     0.9012   130.7873    87.1947   101.0196     0.8038  -127.6318     0.3574     0.0000  1240.0000
   2311.0000   151.7178     0.9763   130.5164    83.6242   101.0267     0.8038  -127.2354     0.3568     0.0000  1243.0000
   2311.5000   151.7178     1.0014   130.2116    82.0684   101.0339     0.8037  -126.7880     0.3562     0.0000  1242.0000
   2312.0000   151.7178     1.3165   133.1267    79.9240   101.0410     0.8036  -131.0128     0.3621     0.0000  1237.0000
   2312.5000   151.7178     1.4354   134.2855    83.5632   101.0482     0.8036  -132.6596     0.3644     0.0000  1242.0000
   2313.0000   151.7178     1.4981   137.6512    78.9594   101.0553     0.8035  -137.3408     0.3707     0.0000  1264.0000
   2313.5000   151.7178     1.8059   138.4821    81.4814   101.0625     0.8034  -138.4733     0.3723     0.0000  1237.0000
   2314.0000   151.7178     1.4367   139.3164    81.4814   101.0696     0.8034  -139.6017     0.3738     0.0000  1216.0000
   2314.5000   151.7178     1.6930   142.9079    75.2426   101.0767     0.8033  -144.3578     0.3801     0.0000  1263.0000
   2315.0000   151.7178     1.6920   142.2338    69.5522   101.0839     0.8032  -143.4774     0.3789     0.0000  1270.0000
   2315.5000   151.7178     2.0408   145.3779    67.5365   101.0910     0.8031  -147.5359     0.3842     0.0000  1223.0000
   2316.0000   151.7178     2.4741   145.6559    83.6533   101.0982     0.8031  -147.8889     0.3847     0.0000  1228.0000
   2316.5000   151.7178     2.5185   144.9079    83.7101   101.1053     0.8030  -146.9368     0.3835     0.0000  1292.0000
   2317.0000   151.7178     2.6404   144.5673    83.1263   101.1125     0.8029  -146.5011     0.3829     0.0000  1288.0000
   2317.5000   151.7178     3.1898   145.3065    72.7284   101.1196     0.8029  -147.4450     0.3841     0.0000  1231.0000
   2318.0000   151.7178     2.8318   147.4660    73.7656   101.1268     0.8028  -150.1654     0.3877     0.0000  1272.0000
   2318.5000   151.7178     2.6651   148.9933    70.5917   101.1339     0.8027  -152.0562     0.3901     0.0000  1321.0000
   2319.0000   151.7178     3.9310   150.8045    65.9127   101.1411     0.8026  -154.2636     0.3929     0.0000  1283.0000
   2319.5000   151.7178     4.0662   143.7984    63.3728   101.1482     0.8026  -145.5122     0.3816     0.0000  1245.0000
   2320.0000   151.7178     4.0001   135.9277    63.8359   101.1553     0.8025  -134.9625     0.3675     0.0000  1296.0000
   2320.5000   151.7178     1.9823   130.5878    66.9553   101.1625     0.8024  -127.3398     0.3570     0.0000  1269.0000
   2321.0000   151.7178     1.7654   124.5094    65.3956   101.1696     0.8024  -118.1763     0.3439     0.0000  1231.0000
   2321.5000   151.7178     1.3326   121.5349    60.7837   101.1768     0.8023  -113.4952     0.3370     0.0000  1259.0000
   2322.0000   151.7178     1.3378   123.3623    61.2440   101.1839     0.8022  -116.3866     0.3413     0.0000  1296.0000
   2322.5000   151.7178     1.4127   124.1446    58.1246   101.1911     0.8022  -117.6092     0.3431     0.0000  1257.0000
   2323.0000   151.7178     1.4200   124.5648    56.0891   101.1982     0.8021  -118.2622     0.3440     0.0000  1246.0000
   2323.5000   151.7178     1.4947   125.0002    54.5333   101.2054     0.8020  -118.9360     0.3450     0.0000  1293.0000
   2324.0000   151.7178     1.5573   125.3053    56.5662   101.2125     0.8020  -119.4065     0.3457     0.0000  1323.0000
   2324.5000   151.7178     1.3937   125.9085    60.2055   101.2197     0.8019  -120.3329     0.3470     0.0000  1287.0000
   2325.0000   151.7178     1.4081   126.5879    55.0623   101.2268     0.8019  -121.3697     0.3485     0.0000  1293.0000
   2325.5000   151.7178     1.3418   127.1713    58.2283   101.2339     0.8018  -122.2547     0.3498     0.0000  1278.0000
   2326.0000   151.7178     1.4083   127.8875    65.9593   101.2411     0.8017  -123.3345     0.3513     0.0000  1246.0000
   2326.5000   151.7178     2.1627   134.4482    72.6584   101.2482     0.8017  -132.8893     0.3647     0.0000  1255.0000
   2327.0000   151.7178     1.5859   138.9196    76.2976   101.2554     0.8016  -139.0662     0.3731     0.0000  1271.0000
   2327.5000   151.7178     1.5543   137.8764    77.4049   101.2625     0.8015  -137.6486     0.3711     0.0000  1267.0000
   2328.0000   151.7178     1.0326   138.3058    85.1052   101.2697     0.8015  -138.2338     0.3719     0.0000  1252.0000
   2328.5000   151.7178     0.9885   133.2694    86.6649   101.2768     0.8014  -131.2164     0.3624     0.0000  1247.0000
   2329.0000   151.7178     0.9072   128.4125    82.5057   101.2840     0.8013  -124.1214     0.3524     0.0000  1275.0000
   2329.5000   151.7178     0.9075   129.3295    74.8054   101.2911     0.8013  -125.4863     0.3544     0.0000  1266.0000
   2330.0000   151.7178     0.9014   129.9562    71.1661   101.2983     0.8012  -126.4123     0.3557     0.0000  1240.0000
   2330.5000   151.7178     0.9137   131.0491    77.4048   101.3054     0.8011  -128.0139     0.3579     0.0000  1274.0000
   2331.0000   151.7178     0.9198   131.3593    88.2954   101.3126     0.8011  -128.4655     0.3586     0.0000  1289.0000
   2331.5000   151.7178     0.9198   131.3559    92.9745   101.3197     0.8010  -128.4604     0.3585     0.0000  1298.0000
   2332.0000   151.7178     0.9192   131.1662    99.2133   101.3268     0.8009  -128.1845     0.3582     0.0000  1267.0000
   2332.5000   151.7178     1.2983   135.1207    96.5403   101.3340     0.8009  -133.8353     0.3660     0.0000  1248.0000
   2333.0000   151.7178     2.1089   138.8848   104.8586   101.3411     0.8008  -139.0191     0.3730     0.0000  1260.0000
   2333.5000   151.7178     2.1069   140.4775   101.7393   101.3483     0.8007  -141.1571     0.3758     0.0000  1246.0000
   2334.0000   151.7178     2.4473   141.0940   103.8936   101.3554     0.8007  -141.9760     0.3769     0.0000  1232.0000
   2334.5000   151.7178     1.4708   141.8255    99.2146   101.3626     0.8006  -142.9415     0.3782     0.0000  1250.0000
   2335.0000   151.7178     1.7124   138.9955    91.3526   101.3697     0.8005  -139.1687     0.3732     0.0000  1279.0000
   2335.5000   151.7178     0.9280   137.1290    83.6397   101.3769     0.8005  -136.6242     0.3698     0.0000  1259.0000
   2336.0000   151.7178     0.8074   134.3132    65.4433   101.3840     0.8004  -132.6987     0.3644     0.0000  1213.0000
   2336.5000   151.7178     0.8484   129.0508    58.1829   101.3912     0.8003  -125.0727     0.3538     0.0000  1223.0000
   2337.0000   151.7178     0.7752   126.6285    57.0796   101.3983     0.8003  -121.4315     0.3486     0.0000  1299.0000
   2337.5000   151.7178     0.7488   126.3488    60.1990   101.4054     0.8002  -121.0055     0.3480     0.0000  1318.0000
   2338.0000   151.7178     0.7553   126.6656    63.3637   101.4126     0.8001  -121.4879     0.3487     0.0000  1261.0000
   2338.5000   151.7178     0.7062   127.4712    64.4671   101.4197     0.8001  -122.7078     0.3504     0.0000  1257.0000
   2339.0000   151.7178     0.6683   129.0598    70.0747   101.4269     0.8000  -125.0861     0.3538     0.0000  1321.0000
   2339.5000   151.7178     0.6376   130.0877    71.6344   101.4340     0.7999  -126.6059     0.3560     0.0000  1278.0000
   2340.0000   151.7178     0.6199   130.6167    68.5150   101.4412     0.7999  -127.3822     0.3570     0.0000  1267.0000
   2340.5000   151.7178     0.5811   132.4719    69.6660   101.4483     0.7998  -130.0740     0.3608     0.0000  1267.0000
   2341.0000   151.7178     0.5887   133.7666    66.9657   101.4555     0.7997  -131.9245     0.3634     0.0000  1245.0000
   2341.5000   151.7178     0.5887   133.7312    72.6845   101.4626     0.7997  -131.8741     0.3633     0.0000  1250.0000
   2342.0000   151.7178     0.5819   134.4707    75.8039   101.4697     0.7996  -132.9211     0.3647     0.0000  1248.0000
   2342.5000   151.7178     0.6438   133.2905    75.2866   101.4769     0.7995  -131.2466     0.3624     0.0000  1246.0000
   2343.0000   151.7178     0.6114   133.4744    73.7960   101.4840     0.7995  -131.5088     0.3628     0.0000  1259.0000
   2343.5000   151.7178     0.6163   133.7004    72.1741   101.4912     0.7994  -131.8304     0.3632     0.0000  1255.0000
   2344.0000   151.7178     0.6543   132.7847    76.8905   101.4983     0.7993  -130.5232     0.3614     0.0000  1242.0000
   2344.5000   151.7178     0.7220   132.7613    79.4209   101.5055     0.7993  -130.4897     0.3614     0.0000  1254.0000
   2345.0000   151.7178     0.7535   133.0561    80.9767   101.5126     0.7992  -130.9118     0.3620     0.0000  1261.0000
   2345.5000   151.7178     0.8079   132.1460    87.7185   101.5198     0.7991  -129.6045     0.3601     0.0000  1255.0000
   2346.0000   151.7178     1.1037   136.4519    80.4973   101.5269     0.7991  -135.6900     0.3685     0.0000  1244.0000
   2346.5000   151.7178     0.9852   135.1718    78.0439   101.5341     0.7990  -133.9070     0.3661     0.0000  1252.0000
   2347.0000   151.7178     0.9007   134.5072    68.7200   101.5412     0.7989  -132.9726     0.3648     0.0000  1260.0000
   2347.5000   151.7178     1.6491   132.5674    70.2223   101.5484     0.7989  -130.2113     0.3610     0.0000  1235.0000
   2348.0000   151.7178     1.6279   132.5613    69.1025   101.5555     0.7988  -130.2025     0.3610     0.0000  1245.0000
   2348.5000   151.7178     1.9888   134.5193    75.3149   101.5626     0.7987  -132.9896     0.3648     0.0000  1283.0000
   2349.0000   151.7178     2.2583   136.8713    70.6358   101.5698     0.7987  -136.2693     0.3693     0.0000  1263.0000
   2349.5000   151.7178     2.5490   141.5994    69.5416   101.5769     0.7986  -142.6438     0.3778     0.0000  1228.0000
   2350.0000   151.7178     2.8842   138.4398    67.0121   101.5841     0.7985  -138.4159     0.3722     0.0000  1263.0000
   2350.5000   151.7178     2.9143   138.8986    64.9325   101.5912     0.7985  -139.0377     0.3730     0.0000  1283.0000
   2351.0000   151.7178     2.9012   138.5184    69.0813   101.5984     0.7984  -138.5226     0.3723     0.0000  1259.0000
   2351.5000   151.7178     2.7520   137.6606    64.8690   101.6055     0.7983  -137.3537     0.3708     0.0000  1263.0000
   2352.0000   151.7178     2.7755   134.4621    74.2271   101.6127     0.7983  -132.9089     0.3647     0.0000  1279.0000
   2352.5000   151.7178     2.9376   138.1675    69.6129   101.6198     0.7982  -138.0456     0.3717     0.0000  1291.0000
   2353.0000   151.7178     2.7341   134.1463    78.4291   101.6270     0.7981  -132.4626     0.3641     0.0000  1287.0000
   2353.5000   151.7178     2.6979   135.2918    76.3317   101.6341     0.7981  -134.0750     0.3663     0.0000  1248.0000
   2354.0000   151.7178     2.4460   135.7439    80.8814   101.6412     0.7980  -134.7065     0.3672     0.0000  1296.0000
   2354.5000   151.7178     2.5861   135.0764    76.8626   101.6484     0.7979  -133.7731     0.3659     0.0000  1268.0000
   2355.0000   151.7178     2.3494   138.2618    77.3368   101.6555     0.7978  -138.1740     0.3719     0.0000  1257.0000
   2355.5000   151.7178     2.6834   140.0122    81.6253   101.6627     0.7978  -140.5359     0.3750     0.0000  1297.0000
   2356.0000   151.7178     2.8241   142.6528    85.1255   101.6698     0.7977  -144.0253     0.3796     0.0000  1307.0000
   2356.5000   151.7178     1.9426   145.3709    86.2288   101.6770     0.7976  -147.5270     0.3842     0.0000  1257.0000
   2357.0000   151.7178     3.4356   148.5379    77.3374   101.6841     0.7976  -151.4952     0.3894     0.0000  1276.0000
   2357.5000   151.7178     3.5055   148.7958    68.0532   101.6913     0.7975  -151.8132     0.3898     0.0000  1294.0000
   2358.0000   151.7178     5.2169   148.6106    65.8520   101.6984     0.7974  -151.5849     0.3895     0.0000  1287.0000
   2358.5000   151.7178     4.4696   142.3662    67.0010   101.7056     0.7973  -143.6508     0.3792     0.0000  1252.0000
   2359.0000   151.7178     3.0712   135.1788    65.9132   101.7127     0.7973  -133.9167     0.3661     0.0000  1269.0000
   2359.5000   151.7178     1.2978   128.5080    61.8251   101.7198     0.7972  -124.2641     0.3526     0.0000  1296.0000
   2360.0000   151.7178     0.9584   122.9734    57.6555   101.7270     0.7971  -115.7754     0.3404     0.0000  1276.0000
   2360.5000   151.7178     0.9142   120.8019    60.2485   101.7341     0.7971  -112.3214     0.3353     0.0000  1258.0000
   2361.0000   151.7178     1.3207   120.9386    61.8043   101.7413     0.7970  -112.5409     0.3356     0.0000  1271.0000
   2361.5000   151.7178     1.9434   121.7941    65.3979   101.7484     0.7970  -113.9083     0.3376     0.0000  1294.0000
   2362.0000   151.7178     1.4056   121.4543    57.6539   101.7556     0.7969  -113.3664     0.3368     0.0000  1322.0000
   2362.5000   151.7178     1.4039   121.9876    60.7655   101.7627     0.7968  -114.2162     0.3381     0.0000  1316.0000
   2363.0000   151.7178     1.4704   127.4869    58.6367   101.7699     0.7968  -122.7315     0.3505     0.0000  1321.0000
   2363.5000   151.7178     2.1450   128.2632    64.8249   101.7770     0.7967  -123.8980     0.3521     0.0000  1333.0000
   2364.0000   151.7178     2.0070   128.0925    60.7801   101.7842     0.7966  -123.6423     0.3518     0.0000  1278.0000
   2364.5000   151.7178     0.9268   129.2085    67.0033   101.7913     0.7966  -125.3069     0.3541     0.0000  1221.0000
   2365.0000   151.7178     0.8767   124.9856    75.8195   101.7984     0.7965  -118.9134     0.3450     0.0000  1253.0000
   2365.5000   151.7178     0.8446   125.0801    74.7276   101.8056     0.7965  -119.0594     0.3452     0.0000  1306.0000
   2366.0000   151.7178     0.8511   126.1497    78.9516   101.8127     0.7964  -120.7017     0.3476     0.0000  1318.0000
   2366.5000   151.7178     0.8264   127.1322    74.2842   101.8199     0.7963  -122.1956     0.3497     0.0000  1267.0000
   2367.0000   151.7178     0.7774   128.5512    78.9023   101.8270     0.7963  -124.3286     0.3527     0.0000  1228.0000
   2367.5000   151.7178     0.6958   129.5037    65.3850   101.8342     0.7962  -125.7443     0.3547     0.0000  1296.0000
   2368.0000   151.7178     0.6774   130.5204    59.7270   101.8413     0.7961  -127.2411     0.3568     0.0000  1307.0000
   2368.5000   151.7178     0.6862   130.3992    53.5038   101.8485     0.7961  -127.0635     0.3566     0.0000  1304.0000
   2369.0000   151.7178     0.6443   131.2361    52.9438   101.8556     0.7960  -128.2863     0.3583     0.0000  1262.0000
   2369.5000   151.7178     0.6451   130.5193    49.3045   101.8628     0.7959  -127.2396     0.3568     0.0000  1262.0000
   2370.0000   151.7178     0.6959   128.6287    46.7504   101.8699     0.7959  -124.4442     0.3529     0.0000  1264.0000
   2370.5000   151.7178     0.5903   127.7773    47.2690   101.8771     0.7958  -123.1689     0.3511     0.0000  1254.0000
   2371.0000   151.7178     0.9822   127.9151    54.4918   101.8842     0.7957  -123.3760     0.3514     0.0000  1250.0000
   2371.5000   151.7178     1.3221   126.3642    57.0913   101.8913     0.7957  -121.0291     0.3480     0.0000  1262.0000
   2372.0000   151.7178     0.8510   128.1730    58.1725   101.8985     0.7956  -123.7630     0.3519     0.0000  1257.0000
   2372.5000   151.7178     0.6622   128.3808    57.1353   101.9056     0.7956  -124.0741     0.3524     0.0000  1252.0000
   2373.0000   151.7178     0.8502   129.5044    53.4598   101.9128     0.7955  -125.7454     0.3547     0.0000  1244.0000
   2373.5000   151.7178     0.9672   126.7642    48.7807   101.9199     0.7954  -121.6376     0.3489     0.0000  1288.0000
   2374.0000   151.7178     0.7723   124.7081    46.7543   101.9271     0.7954  -118.4843     0.3443     0.0000  1299.0000
   2374.5000   151.7178     0.7355   122.5015    46.7181   101.9342     0.7953  -115.0309     0.3393     0.0000  1218.0000
   2375.0000   151.7178     1.4215   123.6520    49.8375   101.9414     0.7952  -116.8404     0.3419     0.0000  1245.0000
   2375.5000   151.7178     2.1847   126.5419    53.9967   101.9485     0.7952  -121.2997     0.3484     0.0000  1338.0000
   2376.0000   151.7178     4.1761   130.9620    59.7880   101.9557     0.7951  -127.8868     0.3577     0.0000  1299.0000
   2376.5000   151.7178     4.3306   130.1291    69.0826   101.9628     0.7950  -126.6667     0.3560     0.0000  1220.0000
   2377.0000   151.7178     2.0867   133.9131    63.3196   101.9699     0.7950  -132.1322     0.3636     0.0000  1281.0000
   2377.5000   151.7178     2.9925   135.8798    60.2003   101.9771     0.7949  -134.8958     0.3674     0.0000  1344.0000
   2378.0000   151.7178     3.4494   126.4425    50.9057   101.9842     0.7948  -121.1484     0.3482     0.0000  1301.0000
   2378.5000   151.7178     4.0098   133.7480    48.2752   101.9914     0.7948  -131.8980     0.3633     0.0000  1136.0000
   2379.0000   151.7178     4.4121   138.9202    46.7546   101.9985     0.7947  -139.0671     0.3731     0.0000  1134.0000
   2379.5000   151.7178     3.1605   135.7007    50.8633   102.0057     0.7946  -134.6462     0.3671     0.0000  1388.0000
   2380.0000   151.7178     2.4197   140.0015    49.8635   102.0128     0.7946  -140.5216     0.3750     0.0000  1526.0000
   2380.5000   151.7178     3.3470   135.0823    47.7787   102.0200     0.7945  -133.7814     0.3659     0.0000  1396.0000
   2381.0000   151.7178     2.5619   128.3650    47.7787   102.0271     0.7944  -124.0503     0.3523     0.0000  1273.0000
   2381.5000   151.7178     2.3221   121.9738    49.8531   102.0342     0.7944  -114.1943     0.3381     0.0000  1264.0000
   2382.0000   151.7178     1.8353   120.9616    57.6176   102.0414     0.7943  -112.5778     0.3357     0.0000  1359.0000
   2382.5000   151.7178     2.8240   121.3547    58.1362   102.0485     0.7943  -113.2073     0.3366     0.0000  1327.0000
   2383.0000   151.7178     3.0562   129.1437    67.5346   102.0557     0.7942  -125.2107     0.3540     0.0000  1352.0000
   2383.5000   151.7178     3.8478   131.4231    62.8140   102.0628     0.7941  -128.5581     0.3587     0.0000  1321.0000
   2384.0000   151.7178     3.7273   134.2738    61.7768   102.0700     0.7941  -132.6431     0.3643     0.0000  1306.0000
   2384.5000   151.7178     2.6280   135.7472    57.1499   102.0771     0.7940  -134.7111     0.3672     0.0000  1344.0000
   2385.0000   151.7178     3.0187   130.6233    58.1871   102.0843     0.7939  -127.3919     0.3571     0.0000  1343.0000
   2385.5000   151.7178     3.4624   127.4522    64.9289   102.0914     0.7939  -122.6792     0.3504     0.0000  1292.0000
   2386.0000   151.7178     2.5196   129.3710    67.4762   102.0986     0.7938  -125.5478     0.3545     0.0000  1269.0000
   2386.5000   151.7178     3.3271   133.1187    75.8387   102.1057     0.7937  -131.0013     0.3621     0.0000  1309.0000
   2387.0000   151.7178     2.8559   134.1164    71.7456   102.1129     0.7937  -132.4203     0.3640     0.0000  1291.0000
   2387.5000   151.7178     2.8211   133.3273    64.9455   102.1200     0.7936  -131.2990     0.3625     0.0000  1357.0000
   2388.0000   151.7178     3.4828   134.6609    61.7690   102.1271     0.7935  -133.1892     0.3651     0.0000  1331.0000
   2388.5000   151.7178     2.3178   131.3973    62.2889   102.1343     0.7935  -128.5207     0.3586     0.0000  1267.0000
   2389.0000   151.7178     2.6167   122.4266    65.4005   102.1414     0.7934  -114.9123     0.3391     0.0000  1322.0000
   2389.5000   151.7178     2.1165   125.0999    69.5493   102.1486     0.7933  -119.0900     0.3452     0.0000  1325.0000
   2390.0000   151.7178     2.5651   127.3657    71.1090   102.1557     0.7933  -122.5486     0.3502     0.0000  1288.0000
   2390.5000   151.7178     2.7996   127.8143    82.5960   102.1629     0.7932  -123.2245     0.3512     0.0000  1301.0000
   2391.0000   151.7178     3.6227   136.7659    82.6635   102.1700     0.7932  -136.1240     0.3691     0.0000  1317.0000
   2391.5000   151.7178     5.0825   141.7484    81.5653   102.1772     0.7931  -142.8401     0.3781     0.0000  1327.0000
   2392.0000   151.7178     6.5850   137.4364    73.1899   102.1843     0.7930  -137.0464     0.3703     0.0000  1318.0000
   2392.5000   151.7178     3.8227   139.6561    70.5904   102.1915     0.7929  -140.0585     0.3744     0.0000  1292.0000
   2393.0000   151.7178     3.1205   134.2919    78.9671   102.1986     0.7929  -132.6686     0.3644     0.0000  1316.0000
   2393.5000   151.7178     2.0933   129.6314    89.7739   102.2057     0.7928  -125.9331     0.3550     0.0000  1325.0000
   2394.0000   151.7178     2.2119   131.3696    91.8535   102.2129     0.7927  -128.4805     0.3586     0.0000  1303.0000
   2394.5000   151.7178     1.9637   129.8703    83.0152   102.2200     0.7927  -126.2857     0.3555     0.0000  1268.0000
   2395.0000   151.7178     0.9588   128.1470    73.8252   102.2272     0.7926  -123.7239     0.3519     0.0000  1304.0000
   2395.5000   151.7178     0.8356   130.0372    72.2033   102.2343     0.7925  -126.5316     0.3558     0.0000  1433.0000
   2396.0000   151.7178     0.7928   127.0673    73.1834   102.2415     0.7925  -122.0973     0.3496     0.0000  1399.0000
   2396.5000   151.7178     0.7576   127.1859    79.4222   102.2486     0.7924  -122.2769     0.3498     0.0000  1351.0000
   2397.0000   151.7178     0.7218   127.7353    82.0839   102.2558     0.7924  -123.1057     0.3510     0.0000  1322.0000
   2397.5000   151.7178     0.6931   127.7657    86.2227   102.2629     0.7923  -123.1515     0.3511     0.0000  1326.0000
   2398.0000   151.7178     0.6591   127.9439    77.3845   102.2701     0.7922  -123.4192     0.3514     0.0000  1302.0000
   2398.5000   151.7178     0.6638   127.8672    72.7054   102.2772     0.7922  -123.3041     0.3513     0.0000  1343.0000
   2399.0000   151.7178     0.6463   128.1721    66.9553   102.2843     0.7921  -123.7617     0.3519     0.0000  1323.0000
   2399.5000   151.7178     0.6332   128.7643    69.0349   102.2915     0.7920  -124.6464     0.3532     0.0000  1277.0000
   2400.0000   151.7178     0.6089   128.7703    76.3135   102.2986     0.7920  -124.6555     0.3532     0.0000  1275.0000
   2400.5000   151.7178     0.6029   129.6142    77.4645   102.3058     0.7919  -125.9077     0.3550     0.0000  1268.0000
