DEPT,DT
2167.5,23.45640581822377
2168.0,22.28342332602176
2168.5,21.648940833819722
2169.0,21.94535834161772
2169.5,22.781575849415674
2170.0,23.54649335721365
2170.5,24.017210865011634
2171.0,21.6560283728096
2171.5,19.065945880607586
2172.0,18.793863388405555
2172.5,18.784980896203564
2173.0,21.14009840400152
2173.5,23.90661591179949
2174.0,24.924433419597477
2174.5,24.902050927395436
2175.0,25.183868435193432
2175.5,24.204985942991385
2176.0,24.628203450789357
2176.5,24.395320958587348
2177.0,23.62053846638534
2177.5,23.61245597418332
2178.0,23.491173481981292
2178.5,23.45509098977928
2179.0,23.071408497577238
2179.5,21.64872600537521
2180.0,19.979043513173195
2180.5,19.376461020971163
2181.0,20.615578528769134
2181.5,22.801996036567147
2182.0,23.565313544365125
2182.5,23.664931052163098
2183.0,22.814648559961057
2183.5,23.300266067759026
2184.0,23.031983575557007
2184.5,22.496901083355
2185.0,18.259818591152964
2185.5,12.545536098950919
2186.0,11.731153606748933
2186.5,13.407471114546894
2187.0,17.22118862234487
2187.5,21.57700613014285
2188.0,20.880823637940836
2188.5,19.2396411457388
2189.0,18.253758653536778
2189.5,16.197776161334758
2190.0,16.169593669132723
2190.5,15.376311176930699
2191.0,14.480528684728682
2191.5,14.32834619252668
2192.0,15.925663700324662
2192.5,18.81338120812262
2193.0,21.27049871592061
2193.5,22.401016223718585
2194.0,22.18243373151654
2194.5,20.425051239314513
2195.0,19.576268747112493
2195.5,19.587986254910476
2196.0,20.20880376270847
2196.5,19.85832127050645
2197.0,18.668838778304433
2197.5,18.41235628610238
2198.0,17.76277379390038
2198.5,18.070991301698342
2199.0,19.151008809496318
2199.5,18.89582631729428
2200.0,18.772143825092257
2200.5,20.032361332890275
2201.0,19.75357884068825
2201.5,19.25209634848622
2202.0,17.267913856284196
2202.5,14.802831364082152
2203.0,12.24504887188013
2203.5,12.131566379678105
2204.0,12.574383887476074
2204.5,13.24030139527406
2205.0,14.330218903072023
2205.5,14.788036410870006
2206.0,17.098853918668
2206.5,18.634371426465975
2207.0,19.865188934263955
2207.5,20.682106442061922
2208.0,21.367623949859905
2208.5,21.41994145765787
2209.0,21.97355896545585
2209.5,22.162876473253817
2210.0,20.692993981051814
2210.5,18.97251148884979
2211.0,17.702628996647775
2211.5,15.022446504445753
2212.0,14.484264012243727
2212.5,13.189581520041685
2213.0,11.709999027839672
2213.5,12.175516535637655
2214.0,11.736034043435609
2214.5,12.046251551233581
2215.0,14.755469059031583
2215.5,13.870286566829577
2216.0,14.131504074627543
2216.5,15.766821582425507
2217.0,15.963739090223498
2217.5,17.894856598021477
2218.0,20.296274105819435
2218.5,21.709991613617404
2219.0,21.614309121415403
2219.5,21.36872662921337
2220.0,21.02014413701133
2220.5,20.521661644809342
2221.0,21.552479152607305
2221.5,21.951696660405275
2222.0,21.636814168203273
2222.5,22.29453167600124
2223.0,21.687449183799203
2223.5,21.222566691597194
2224.0,21.050384199395154
2224.5,19.044601707193124
2225.0,17.067819214991147
2225.5,16.039736722789115
2226.0,13.217354230587091
2226.5,12.720071738385059
2227.0,11.54598924618304
2227.5,11.313806753980998
2228.0,11.822224261778985
2228.5,11.920541769576943
2229.0,14.559759277374923
2229.5,14.635176785172916
2230.0,17.103094292970894
2230.5,12.868211800768876
2231.0,8.497929308566853
2231.5,0.30374681636482137
2232.0,-13.3032356758372
2232.5,-18.37921816803923
2233.0,-17.90740066024125
2233.5,-18.287783152443282
2234.0,-13.533465644645275
2234.5,-6.7655481368473005
2235.0,-3.0486306290493417
2235.5,1.5128868787486454
2236.0,6.703704386546605
2236.5,1.452821894344595
2237.0,-4.990660597857428
2237.5,-11.793843090059454
2238.0,-16.931125582261487
2238.5,-11.716308074463512
2239.0,-13.182690566665542
2239.5,-13.769173058867537
2240.0,-7.5447555510695565
2240.5,-3.149338043271584
2241.0,0.07687946452639949
2241.5,5.180596972324366
2242.0,-2.9988855198776605
2242.5,-10.47726801207969
2243.0,-14.373950504281723
2243.5,-22.012132996483743
2244.0,-25.561615488685746
2244.5,-27.659097980887765
2245.0,-30.0070804730898
2245.5,-31.153262965291816
2246.0,-33.66224545749384
2246.5,-34.793627949695875
2247.0,-35.488310441897895
2247.5,-36.89229293409993
2248.0,-38.61057542630195
2248.5,-39.881157918503945
2249.0,-43.51504041070598
2249.5,-47.359122902908
2250.0,-47.99310539511002
2250.5,-43.332587887312044
2251.0,-33.63947037951408
2251.5,-24.221752871716106
2252.0,-18.927635363918128
2252.5,-16.88781785612015
2253.0,-15.108000348322179
2253.5,-12.51578284052421
2254.0,-4.153265332726207
2254.5,5.404152175071772
2255.0,13.49216968286973
2255.5,21.869087190667727
2256.0,22.995904698465694
2256.5,23.235322206263675
2257.0,24.02823971406164
2257.5,23.86485722185961
2258.0,25.203474729657586
2258.5,25.03489223745558
2259.0,22.253809745253562
2259.5,16.612327253051546
2260.0,10.455944760849519
2260.5,7.990962268647479
2261.0,10.974779776445473
2261.5,14.931697284243427
2262.0,17.454414792041405
2262.5,18.59693229983938
2263.0,13.853049807637376
2263.5,12.50006731543536
2264.0,12.351184823233325
2264.5,12.289002331031298
2265.0,12.102019838829278
2265.5,11.557637346627246
2266.0,13.020754854425235
2266.5,14.54877236222319
2267.0,18.600489870021164
2267.5,22.10520737781917
2268.0,20.05062488561711
2268.5,21.518542393415117
2269.0,23.430159901213102
2269.5,22.828877409011085
2270.0,19.52039491680904
2270.5,13.038012424607018
2271.0,3.279929932404997
2271.5,0.7897474402029729
2272.0,-1.8534350519990426
2272.5,-2.6945175442010907
2273.0,-1.4154000364030708
2273.5,-4.166682528605108
2274.0,-3.804465020807129
2274.5,-0.23594751300916528
2275.0,4.478069994788825
2275.5,8.794287502586798
2276.0,11.699105010384756
2276.5,10.617322518182732
2277.0,7.684240025980699
2277.5,3.431557533778715
2278.0,1.1679750415766819
2278.5,3.6445925493746643
2279.0,2.982810057172628
2279.5,3.171827564970613
2280.0,4.4351450727685915
2280.5,3.344062580566572
2281.0,4.486080088364531
2281.5,5.450697596162513
2282.0,3.2176151039604974
2282.5,1.2126326117584938
2283.0,-0.8013498804435528
2283.5,-4.014732372645568
2284.0,-3.4721148648475975
2284.5,-1.6282973570496324
2285.0,-3.064079849251641
2285.5,-2.428462341453667
2286.0,-6.056944833655706
2286.5,-8.526827325857724
2287.0,-8.430309818059754
2287.5,-7.922792310261755
2288.0,-7.234574802463769
2288.5,-6.7494572946658025
2289.0,-6.40583978686783
2289.5,-5.037122279069848
2290.0,-3.936504771271885
2290.5,-3.7420872634739055
2291.0,-4.111169755675931
2291.5,-4.7143522478779545
2292.0,-5.703334740079953
2292.5,-6.88111723228198
2293.0,-7.570399724484005
2293.5,-7.215282216686035
2294.0,-6.3481647088880635
2294.5,-4.744047201090083
2295.0,-3.3275296932921066
2295.5,-3.3458121854941396
2296.0,-3.3681946776961667
2296.5,-4.113477169898161
2297.0,-5.195459662100191
2297.5,-5.185142154302213
2298.0,-2.482824646504241
2298.5,-1.7150071387062553
2299.0,-1.1704896309082926
2299.5,-2.377172123110313
2300.0,-4.630254615312339
2300.5,-6.036137107514364
2301.0,-8.115919599716364
2301.5,-9.05400209191842
2302.0,-9.648184584120415
2302.5,-9.357667076322443
2303.0,-9.065649568524464
2303.5,-7.901132060726496
2304.0,-5.281014552928525
2304.5,-4.416897045130554
2305.0,-2.1391795373325806
2305.5,-0.7143620295346125
2306.0,-0.8118445217366173
2306.5,-0.49642701393861444
2307.0,-0.10260950614065223
2307.5,-0.019991998342675288
2308.0,-0.24267449054471513
2308.5,0.07474301725326882
2309.0,0.8912605250512513
2309.5,1.3655780328492142
2310.0,1.2963955406471825
2310.5,0.4234130484451555
2311.0,0.15713055624317462
2311.5,-0.14305193595885157
2312.0,2.7766655718391178
2312.5,3.9400830796371054
2313.0,7.310400587435055
2313.5,8.145918095233043
2314.0,8.984835603031001
2314.5,12.580953110829
2315.0,11.911470618626964
2315.5,15.060188126424976
2316.0,15.342805634222941
2316.5,14.599423142020925
2317.0,14.263440649818875
2317.5,15.00725815761686
2318.0,17.171375665414843
2318.5,18.703293173212813
2319.0,20.519110681010773
2319.5,13.517628188808743
2320.0,5.651545696606718
2320.5,0.3162632044046916
2321.0,-5.757519287797294
2321.5,-8.727401779999326
2322.0,-6.8953842722013405
2322.5,-6.108466764403374
2323.0,-5.683649256605392
2323.5,-5.243631748807417
2324.0,-4.933914241009447
2324.5,-4.326096733211472
2325.0,-3.6420792254134966
2325.5,-3.0540617176154967
2326.0,-2.333244209817522
2326.5,4.232073297980463
2327.0,8.708090805778426
2327.5,7.669508313576387
2328.0,8.103525821374376
2328.5,3.0717433291723353
2329.0,-1.7805391630296867
2329.5,-0.8589216552317112
2330.0,-0.22760414743370916
2330.5,0.8699133603642792
2331.0,1.1847308681622337
2331.5,1.1859483759602085
2332.0,1.0008658837581947
2332.5,4.959983391556165
2333.0,8.728700899354152
2333.5,10.326018407152105
2334.0,10.947135914950081
2334.5,11.683253422748095
2335.0,8.857870930546028
2335.5,6.995988438344028
2336.0,4.184805946142006
2336.5,-1.072976546060005
2337.0,-3.490659038262038
2337.5,-3.7657415304640693
2338.0,-3.4443240226660947
2338.5,-2.6341065148681224
2339.0,-1.0408890070701489
2339.5,-0.00837149927215819
2340.0,0.5252460085258406
2340.5,2.385063516323811
2341.0,3.684381024121791
2341.5,3.653598531919755
2342.0,4.3977160397177215
2342.5,3.2221335475157105
2343.0,3.4106510553136786
2343.5,3.6412685631116517
2344.0,2.7301860709096104
2344.5,2.711403578707632
2345.0,3.0108210865055867
2345.5,2.1053385943035607
2346.0,6.415856102101543
2346.5,5.1403736098995125
2347.0,4.480391117697508
2347.5,2.5452086254954622
2348.0,2.5437261332934327
2348.5,4.506343641091405
2349.0,6.862961148889411
2349.5,11.595678656687397
2350.0,8.44069616448536
2350.5,8.90411367228333
2351.0,8.52853118008133
2351.5,7.6753486878792785
2352.0,4.481466195677257
2352.5,8.191483703475228
2353.0,4.174901211273209
2353.5,5.325018719071181
2354.0,5.781736226869157
2354.5,5.118853734667169
2355.0,8.30887124246513
2355.5,10.063888750263118
2356.0,12.709106258061098
2356.5,15.431823765859065
2357.0,18.60344127365704
2357.5,18.86595878145502
2358.0,18.685376289252986
2358.5,12.445593797050947
2359.0,5.262811304848952
2359.5,-1.4033711873530592
2360.0,-6.933353679555097
2360.5,-9.100236171757118
2361.0,-8.958918663959153
2361.5,-8.098801156161173
2362.0,-8.433983648363196
2362.5,-7.896066140565225
2363.0,-2.3921486327672454
2363.5,-1.6112311249692368
2364.0,-1.7773136171712736
2364.5,-0.6566961093733141
2365.0,-4.874978601575322
2365.5,-4.775861093777351
2366.0,-3.701643585979383
2366.5,-2.7145260781814073
2367.0,-1.2909085703834364
2367.5,-0.33379106258544766
2368.0,0.6875264452125407
2368.5,0.5709439530104987
2369.0,1.412461460808487
2369.5,0.7002789686064546
2370.0,-1.1857035235955493
2370.5,-2.0324860157975877
2371.0,-1.8900685079996151
2371.5,-3.4363510002016397
2372.0,-1.6229334924036607
2372.5,-1.410515984605695
2373.0,-0.2822984768077106
2373.5,-3.0178809690097097
2374.0,-5.069363461211736
2374.5,-7.271345953413771
2375.0,-6.116228445615789
2375.5,-3.221710937817818
2376.0,1.2030065699801469
2376.5,0.3747240777781258
2377.0,4.163341585576092
2377.5,6.134659093374069
2378.0,-3.2980233988279224
2378.5,4.012094108970047
2379.0,9.188911616768024
2379.5,5.974029124566016
2380.0,10.279446632363971
2380.5,5.364864140161956
2381.0,-1.3478183520400648
2381.5,-7.734400844242103
2382.0,-8.741983336444122
2382.5,-8.34426582864613
2383.0,-0.5506483208481541
2383.5,1.7333691869498296
2384.0,4.588686694747793
2384.5,6.066704202545765
2385.0,0.9474217103437468
2385.5,-2.219060781858275
2386.0,-0.29564327406029633
2386.5,3.456674233737658
2387.0,4.458991741535641
2387.5,3.6745092493336244
2388.0,5.012726757131617
2388.5,1.753744264929594
2389.0,-7.21233822727244
2389.5,-4.534420719474454
2390.0,-2.2640032116764814
2390.5,-1.8107857038785085
2391.0,7.14543180391945
2391.5,12.13254931171744
2392.0,7.8251668195154025
2392.5,10.049484327313422
2393.0,4.689901835111385
2393.5,0.03401934290937447
2394.0,1.7768368507073262
2394.5,0.282154358505295
2395.0,-1.4365281336967257
2395.5,0.4582893741012697
2396.0,-2.506993118100766
2396.5,-2.3837756103027914
2397.0,-1.8297581025047975
2397.5,-1.7947405947068233
2398.0,-1.6119230869088454
2398.5,-1.684005579110874
2399.0,-1.3744880713128964
2399.5,-0.7776705635149312
2400.0,-0.767053055716957
2400.5,0.08146445208103614
2401.0,0.10358195987899421
2401.5,-0.7203005323230229
2402.0,0.09081697547495082
2402.5,0.02903448327293745
2403.0,-0.5362480089290784
2403.5,1.5534694988689068
2404.0,1.2440870066668595
2404.5,0.9405045144648341
2405.0,0.5875220222628172
2405.5,-0.6326604699391964
2406.0,-0.8827429621412364
2406.5,-0.960125454343256
2407.0,-0.7937079465452541
2407.5,0.08470956125270845
2408.0,0.7606270690506847
2408.5,0.6910445768486682
2409.0,1.178562084646643
2409.5,2.1161795924446096
2410.0,3.082097100242578
2410.5,4.258514608040571
2411.0,4.320832115838527
2411.5,3.9674496236365258
2412.0,2.399167131434524
2412.5,1.7483846392324836
2413.0,1.10440214703047
2413.5,1.3176196548284338
2414.0,1.2558371626264204
2414.5,1.2383546704243713
2415.0,1.4553721782223477
2415.5,1.0892896860203223
2416.0,0.9292071938183426
2416.5,1.1768247016163116
2417.0,1.4017422094142944
2417.5,2.74055971721225
2418.0,4.174177225010226
2418.5,4.361194732808201
2419.0,5.763712240606168
2419.5,4.786729748404156
2420.0,4.90034725620211
2420.5,4.766764764000101
2421.0,3.257482271798068
2421.5,2.784099779596062
2422.0,1.3056172873940568
2422.5,0.9325347951920264
2423.0,1.1909523029899844
2423.5,2.797369810787984
2424.0,3.8395873185859557
2424.5,4.168904826383908
2425.0,4.708222334181897
2425.5,2.986739841979869
2426.0,4.629857349777865
2426.5,6.698974857575848
2427.0,5.98549236537383
2427.5,7.580209873171782
2428.0,6.570127380969751
2428.5,5.462244888767742
2429.0,6.355862396565726
2429.5,5.324179904363689
2430.0,3.8067974121616714
2430.5,3.069314919959652
2431.0,4.193532427757646
2431.5,5.68874993555562
2432.0,5.031667443353598
2432.5,3.5920849511515485
2433.0,2.474002458949542
2433.5,1.0943199667475199
2434.0,1.0873374745454782
2434.5,2.7531549823434602
2435.0,2.992672490141416
2435.5,2.4492899979394167
2436.0,1.6986075057374137
2436.5,0.31112501353538846
2437.0,-0.5912574786666482
2437.5,-0.5061399708686736
2438.0,-0.6094224630707004
2438.5,0.5667950447272858
2439.0,1.0443125525252412
2439.5,2.380530060323224
2440.0,3.1378475681212024
2440.5,2.1220650759192097
2441.0,2.7807825837171833
2441.5,1.2175000915151486
2442.0,2.0275175993131143
2442.5,4.896135107111093
2443.0,4.778552614909074
2443.5,5.230370122707058
2444.0,4.383487630505016
2444.5,2.1282051383030023
2445.0,3.739822646101004
2445.5,4.001140153898973
2446.0,4.244057661696928
2446.5,3.593575169494926
2447.0,3.3358926772928896
2447.5,1.9828101850908695
2448.0,2.5995276928888416
2448.5,3.541445200686809
2449.0,3.3762627084847736
2449.5,3.620380216282797
2450.0,3.4794977240807725
2450.5,2.275815231878738
2451.0,2.452732739676719
2451.5,1.8683502474746945
2452.0,1.2819677552726603
2452.5,1.9681852630706373
2453.0,1.2220027708686132
2453.5,1.0989202786665828
2454.0,1.4473377864645443
2454.5,-0.4500447057374686
2455.0,3.4653728020605286
2455.5,4.261490309858516
2456.0,6.422607817656484
2456.5,7.63962532545446
2457.0,2.9828428332524197
2457.5,2.55216034105041
2458.0,1.3778778488483852
2458.5,-1.1950046433536556
2459.0,2.775512864444323
2459.5,3.1853303722423334
2460.0,3.046347880040287
2460.5,2.6513653878382684
2461.0,1.1811828956362547
2461.5,2.0715004034342144
2462.0,1.248617911232202
2462.5,3.1695354190301828
